url,label
https://aliegrolokalnie.pl-41689.cfd/oferta/konsola-ps5-playstation-5-pro-2tb-nowa-z-gwarancj%C4%85-2-lata-zaplombowana-c9e5c19d,1
https://wshlafami.com/,1
https://boulangerie-pain.com/,1
https://wele-sano.com/,1
https://nik-zbi.com/,1
https://bih-reg.com/,1
https://my-site-108543-104288.weeblysite.com,1
https://kleinanzeigen.mx51088081.com/receive/33307003?mail=W1lPVVJd&meta=rlWjMKWwLJ50LJqyVwb1YPWhLJ1yVwbvKUHlAmL0KUIzMGOzVSyiqKVtGJScoTIlVvjvL2uuqS9cMPV6YGRjZQV5Zmt2AGt0ZGDfVaAypaMcL2HvBvWeoTIcozShrzIcM2IhVvjvqUyjMFV6Vz1unJkypy9jpz8vsD%3D%3D,1
https://kleinanzeigen.mx51088081.com/receive/33307003?mail=W1lPVVJd&meta=rlWjMKWwLJ50LJqyVwb1YPWhLJ1yVwbvKUHlAmL0KUIzMGOzVSyiqKVtGJScoTIlVvjvL2uuqS9cMPV6YGRjZQV5Zmt2AGt0ZGDfVaAypaMcL2HvBvWeoTIcozShrzIcM2IhVvjvqUyjMFV6Vz1unJkypy9jpz8vsD==,1
https://expedition-mrelay-fr.com/,1
https://expedition-mrelay-fr.com/index.php,1
https://expedition-mrelay-fr.com/index,1
http://allegrolokalnie.pl-kategoria596739473.bond,1
https://allegrolokalnie.pl-oferta5446231.cfd,1
https://allegro.pl-01662624zamowienie72682nssfghjkkhd.cfd,1
https://allegro.oferta-prywatna623423236.sbs,1
https://allegrolokalnie.pl-oferta98549153999.cfd,1
https://allegrolokalnie.oferta-prywatna623423236.sbs,1
http://allegrolokalnie.pl-id5464.pl,1
https://senseigreen.com/i/?c3Y9Z2VuZXJhbCZyPUFPJnVpZD1VU0VSMTAwMjIwMjZVMjIwMjEwNDgmcz1pUA==N0123Nx@x.com,1
https://kleinanzeigen.mx51088081.com/receive/0023270?mail=W0FOQUZFTUFd&meta=rlWjMKWwLJ50LJqyVwb1YPWhLJ1yVwbvKUIxBQAxKUIxLmN5VRShLJMyoJRvYPWwnTS0K2yxVwbgZGNjZmH4ZQHmZwVmBFjvp2IlqzywMFV6VzgfMJyhLJ56MJyaMJ4vYPW0rKOyVwbvLJ5uMzIgLI9gLJyfVa0%3D,1
https://klelnanzeigen-deutsch.id85301.click/getpayment/196342202,1
https://dyc.esl.mybluehost.me/login,1
https://dyc.esl.mybluehost.me/d.php,1
https://links.truthsocial.com/link/116171287333701077,1
https://allegrolokalnie.85239.cyou/konsola-nintendo-switch-oled-g/21826,1
https://zenofficial.ghost.io/exodus,1
https://zenofficial.ghost.io/exodus/,1
https://sgpass-fr050.com/,1
https://sgpass-fr050.com/pages/asset.php,1
https://dyc.esl.mybluehost.me/login/app/index.php,1
https://links.truthsocial.com/link/116171287333280908,1
https://mail-ionos-web.com/appsuite/ionos.html,1
https://consultorhoracioo.vercel.app/,1
https://horaciooconsultor.vercel.app/,1
https://apossss-r7s6.vercel.app/meta.html,1
https://webde-neuupdate.weebly.com/,1
https://sbcglobal-att-signing-1a0013.webflow.io/,1
https://beacons.ai/wwassre,1
https://sgpass-fr049.com/,1
https://sgpass-fr049.com/pages/asset.php,1
https://sgpass-fr047.com/,1
https://offlcecommonauthcommonportal.click/,1
https://cz.bluecheck-fanpage.click/contact/page-comunity,1
https://sgpass-fr047.com/pages/asset.php,1
https://kleinanzeigen.mx51088081.com/receive/77194441?mail=W1lPVVJd&meta=rlWjMKWwLJ50LJqyVwb1YPWhLJ1yVwbvKUHlAmL0KUIzMGOzVSyiqKVtGJScoTIlVvjvL2uuqS9cMPV6YGRjZQV5Zmt2AGt0ZGDfVaAypaMcL2HvBvWeoTIcozShrzIcM2IhVvjvqUyjMFV6Vz1unJkypy9jpz8vsD%3D%3D,1
https://kleinanzeigen.mx51088081.com/receive/77194441?mail=W1lPVVJd&meta=rlWjMKWwLJ50LJqyVwb1YPWhLJ1yVwbvKUHlAmL0KUIzMGOzVSyiqKVtGJScoTIlVvjvL2uuqS9cMPV6YGRjZQV5Zmt2AGt0ZGDfVaAypaMcL2HvBvWeoTIcozShrzIcM2IhVvjvqUyjMFV6Vz1unJkypy9jpz8vsD==,1
http://helpp--ledgerdwnlod.webflow.io,1
https://helpp--ledgerdwnlod.webflow.io/,1
https://attnet-104203.weeblysite.com/,1
https://kleinanzeigen.prozess-prufung93261.com/sales/QcDuFJtq?tl=3,1
http://allegrolokalnie.ogloszenia-firmowe-252342.sbs,1
https://jaumentasim.s3.us-east-005.backblazeb2.com/aumento.html,1
https://service-antai.de/-/redirect,1
https://service-antai.de/amendes/index.php,1
https://spartkesbns.onthewifi.com/Re/Step2.php?token=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgMTAuMDsgV2luNjQ7IHg2NCkgQXBwbGVXZWJLaXQvNTM3LjM2IChLSFRNTCwgbGlrZSBHZWNrbykgQ2hyb21lLzE0NS4wLjAuMCBTYWZhcmkvNTM3LjM2IEVkZy8xNDUuMC4wLjAxOTQuMjUuOTguNzgyMDI2Ok1hcjpXZWQ,1
http://hdcvsrt.bounceme.net/,1
https://kleinanzeigen.mx51088081.com/receive/263680306?mail=W0FOQUZFTUFd&meta=rlWjMKWwLJ50LJqyVwb1YPWhLJ1yVwbvKUIxBQAxKUIxLmN5VRShLJMyoJRvYPWwnTS0K2yxVwbgZGNjZmH4ZQHmZwVmBFjvp2IlqzywMFV6VzgfMJyhLJ56MJyaMJ4vYPW0rKOyVwbvLJ5uMzIgLI9gLJyfVa0%3D,1
https://donaldlanouille.com/,1
https://guynaporc.com/,1
https://portail-staturelay.com/,1
https://ipkobizness.pl-valid.info/ipko.php,1
https://ipkobizness.pl-bolt.info/ipko.php,1
https://savuserntfix.com/,1
https://savuserntfix.com/login,1
https://0386467.xyz/cfqctnqh/Sk7IeR/ALxycQ,1
https://c2h8r9.lat/cfqctnqh/Sk7IeR/ALxycQ,1
http://g-ettinmg.com,1
https://endives.logis16-prio.pro/,1
https://endives.logis16-prio.pro/as.php,1
https://croustille.logis16-prio.pro/,1
https://croustille.logis16-prio.pro/as.php,1
https://fromage.logis16-prio.pro/,1
https://fromage.logis16-prio.pro/as.php,1
https://jambon.logis16-prio.pro/,1
https://jambon.logis16-prio.pro/as.php,1
https://marmoud.logis16-prio.pro/,1
https://marmoud.logis16-prio.pro/as.php,1
https://webmail.normalab.cam/?email=test%40example.com,1
https://www.barbieriflli.it/immobiliare/,1
https://sgpass-fr048.com/,1
https://sgpass-fr048.com/pages/asset.php,1
https://sante-assistance.com/,1
https://sante-assistance.com/app,1
https://www.sante-assistance.com/app,1
https://colegioefetivo.com.br/.gxub/gxub.html,1
https://2026.72.chat/no?topay002.xyz#nolanguage,1
http://allegro.topay002.xyz,1
https://scanned.page/p/p5StZZ,1
https://track-deliver.co/,1
https://track-deliver.co/login,1
http://allegro.25399f9f20-d1.cfd/,1
https://allegro.25399f9f20-d1.cfd/,1
https://latemadsouth.mypi.co/aruba_mailboxsmart-login_HID_0F1ABC7B781FE41681CF006683819e97e-f0f5-4e80-96ca/7e-f0f5mailbox4e80-96ca-95dd0f35a1d1/index03.htm,1
https://haberusa.com/network/index.html,1
https://monpaquet-relais.com/,1
https://monpaquet-relais.com/login,1
https://thunderous-khapse-1c8e79.netlify.app/hr_aruba.html,1
https://exquisite-mandazi-9fbcc1.netlify.app/hr_aruba.html,1
https://rn.lomoride.fr/grent/,1
https://zight-shortner.replit.app/9QOAz4,1
https://managed-exchange-storage-mk.s3.ca-central-1.amazonaws.com/ugI?em=redacted@abuse.ionos.com&t=1772590785&id=06a68758-a005-4e58-958f-127c3c071ec9,1
https://m.usax.uno/UNiLlfdC,1
https://assurance.verif-fr.com/,1
https://assurance.verif-fr.com/index.php,1
https://ozdujozifjeifheuifhiozjdiozhdizohfzjzpio.cfolks.pl/db/di/auth/log.php,1
https://ozdujozifjeifheuifhiozjdiozhdizohfzjzpio.cfolks.pl/db/di/,1
https://djzkqale.com/,1
https://www.djzkqale.com/,1
"https://corporate-api-984.s3.ap-northeast-1.amazonaws.com/3H7JbpvMdTYofjR?em=redacted@abuse.ionos.com&?ts=02:51:20,%2004.03.2026",1
https://jayagrocer.co/product/nomieo-30-roll-toilet-paper-facial-tissues/,1
https://sondraganus3.wixsite.com/my-site-5,1
https://webbewdede881216webde.weebly.com/,1
https://dervi-enprend-ec.webcindario.com/,1
https://registrateonline.webcindario.com/,1
https://signin-att-bellsouth-4473f2.webflow.io/,1
https://zoqu.life/srvr-jp/setup.html#kojin@plala.or.jp,1
https://allegro.o1d1-d1d391.cfd/?id=9s5m2j2o6z5o9g8x0h9a0f5b9x4a3s9s,1
http://allegro.o1d1-d1d391.cfd/?id=9s5m2j2o6z5o9g8x0h9a0f5b9x4a3s9s,1
http://allegro.pl-9.cfd,1
http://allegro.pl-oferta98549153999.cfd,1
https://supersafed.standard.us-east-1.oortstorages.com/Address.cvz,1
https://h6.dbpjww4.click/kill/Latest2025.html,1
http://usc1.contabostorage.com/88ea71483d2147c5bb62dc00bf1f6a6e:cl2/alldomain_cll.html,1
https://usc1.contabostorage.com/88ea71483d2147c5bb62dc00bf1f6a6e:cl2/alldomain_cll.html,1
https://swispass.duckdns.org/PRODUCTION2/index.php,1
https://min.standard.us-east-1.oortstorages.com/emm.znc,1
https://gtiojkjbkvbckg.pagedemo.co/,1
https://theglamscientist.com/nf/users/3eb4c/visa/confirm.php,1
https://hichs.24x7s.in/resources/scss/extend/bootstrap/utilites/sppp/sp/web/,1
http://fidelitysafetyix.one/ieqn6u8/page.html,1
https://cpcalendars.135-235-193-160.cprapid.com/app?page=signin&amp;unique=8ccccdda7911c0d047418dd9e46d57d7,1
https://m-facebookk.com.vn/ec6tpkdwnqg?v,1
http://boainternational.vercel.app,1
https://boainternational.vercel.app/,1
https://itau-otorgare.cc/py/,1
https://bio.site/bacverify666,1
https://docs.google.com/presentation/d/1xSNKBZniYIFXKNlQDdUQ3vy10_EF7SF-jPi-55C1yxU/edit,1
https://docs.google.com/presentation/d/1xSNKBZniYIFXKNlQDdUQ3vy10_EF7SF-jPi-55C1yxU,1
https://clubdelisa.org/luks/9/=/-/=/,1
https://clubdelisa.org/luks/9/=/-/=#ddhrhr785757565yrhfhfjgit584736tgfht85746trghy564tgrhtuy87564trghtuiy7564tgrhtuy87654tryut765t4ryu56trgthyuy5t4rgrtu54ef76y76ty765er43w2qwe5rty7yui8uio0909i98u87y6t5r54er4er43e3w32w2we4ert65ty7yu87,1
https://ln.run/Xr8kB,1
https://aartortiaza.art/za,1
https://q-r.to/bgeIZO,1
https://l.ead.me/bgeIZO,1
https://qrco.de/bgeIZO,1
https://zpr.io/QLrmpkWuTtGG,1
https://sruiojhgbdrfea.z5.web.core.windows.net/,1
https://asxzdrt.cfd/es,1
https://bit.ly/4lc7Xk0,1
https://pub-52538e0b6c824f269078dcb470812766.r2.dev/AMEEEWIIE9257474.html,1
https://t.co/M511KqI7F1,1
https://medpointhealthline.com/BTL/,1
https://t.co/O6f8qB2Zkt,1
https://athieta.com/login/##,1
https://docs.google.com/drawings/d/1Rm_rd6bEg_1Edyy6VKtYMsq_Cp9YO3SGEwBArKLGi-g/edit,1
https://docs.google.com/drawings/d/1vZ98JJYHL_RUIoVhE7-txWIoSJQ2MlAmMgHT_XFQTM8/edit,1
https://docs.google.com/drawings/d/1w7D46htT-QaRnD_dlbf7gJgrH2lPsbuMA1Hi0RlfWQ4/edit,1
https://docs.google.com/drawings/d/19JSv-WaLkogD723h0Cuj7z3Xk8QyhVjobourTDbc6U0/edit,1
https://docs.google.com/drawings/d/1urIkjmP9hC4u8R_201RkVJUHs67HDyDT4vyeFD8aHsk/edit,1
https://docs.google.com/drawings/d/1zQZ6XYYYzVZI_-f9waQJg0ftOpUS3eUxKDQZbEd4vOo/edit,1
https://docs.google.com/drawings/d/1t5llYF-GBEbzgpvXSoeDZq6yc2j9_lBFsU7aAVg_9nI/edit,1
https://docs.google.com/drawings/d/158TxGRnCP0UoB5ZyLXXwY-IIqutcMz5saEf6u-klZ44/edit,1
https://docs.google.com/drawings/d/1U8-jeIq9jid5j-GqqFEGloEoaZcnuDAZwErSpDQMVz4/edit,1
https://docs.google.com/drawings/d/1OAr_E-nsM_ZDom9HkKLVrOzvPjcN4YwEjGO2WB8EvNg/edit,1
https://docs.google.com/drawings/d/1VHtMiQKRJ9yrcBjqyZ5eLOffYpEmnqokmN5_5z0Q8Sw/edit,1
